kingdom,phylum,class,order,family,genus,species,common_name,binomial,bird,full_code
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,castaneiceps,Olive Finch,Arremon castaneiceps,TRUE,Arremon castaneiceps_Olive Finch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,costaricensis,Costa Rican Brushfinch,Arremon costaricensis,TRUE,Arremon costaricensis_Costa Rican Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,crassirostris,Sooty-faced Finch,Arremon crassirostris,TRUE,Arremon crassirostris_Sooty-faced Finch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,flavirostris,Saffron-billed Sparrow,Arremon flavirostris,TRUE,Arremon flavirostris_Saffron-billed Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,franciscanus,Sao Francisco Sparrow,Arremon franciscanus,TRUE,Arremon franciscanus_Sao Francisco Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,perijanus,Perija Brushfinch,Arremon perijanus,TRUE,Arremon perijanus_Perija Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,schlegeli,Golden-winged Sparrow,Arremon schlegeli,TRUE,Arremon schlegeli_Golden-winged Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,semitorquatus,Half-collared Sparrow,Arremon semitorquatus,TRUE,Arremon semitorquatus_Half-collared Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,taciturnus,Pectoral Sparrow,Arremon taciturnus,TRUE,Arremon taciturnus_Pectoral Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,torquatus,White-browed Brushfinch,Arremon torquatus,TRUE,Arremon torquatus_White-browed Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,virenticeps,Green-striped Brushfinch,Arremon virenticeps,TRUE,Arremon virenticeps_Green-striped Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,chloronotus,Green-backed Sparrow,Arremonops chloronotus,TRUE,Arremonops chloronotus_Green-backed Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,conirostris,Black-striped Sparrow,Arremonops conirostris,TRUE,Arremonops conirostris_Black-striped Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,rufivirgatus,Olive Sparrow,Arremonops rufivirgatus,TRUE,Arremonops rufivirgatus_Olive Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,tocuyensis,Tocuyo Sparrow,Arremonops tocuyensis,TRUE,Arremonops tocuyensis_Tocuyo Sparrow
Animalia,Chordata,Aves,Passeriformes,Monarchidae,Arses,telescopthalmus,Frilled Monarch,Arses telescopthalmus,TRUE,Arses telescopthalmus_Frilled Monarch
Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,cinereus,Black-faced Woodswallow,Artamus cinereus,TRUE,Artamus cinereus_Black-faced Woodswallow
Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,cyanopterus,Dusky Woodswallow,Artamus cyanopterus,TRUE,Artamus cyanopterus_Dusky Woodswallow
Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,fuscus,Ashy Woodswallow,Artamus fuscus,TRUE,Artamus fuscus_Ashy Woodswallow
Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,leucorynchus,White-breasted Woodswallow,Artamus leucorynchus,TRUE,Artamus leucorynchus_White-breasted Woodswallow
Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,personatus,Masked Woodswallow,Artamus personatus,TRUE,Artamus personatus_Masked Woodswallow
Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,superciliosus,White-browed Woodswallow,Artamus superciliosus,TRUE,Artamus superciliosus_White-browed Woodswallow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Artemisiospiza,belli,Bell's Sparrow,Artemisiospiza belli,TRUE,Artemisiospiza belli_Bell's Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Artemisiospiza,nevadensis,Sagebrush Sparrow,Artemisiospiza nevadensis,TRUE,Artemisiospiza nevadensis_Sagebrush Sparrow
Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Artisornis,metopias,African Tailorbird,Artisornis metopias,TRUE,Artisornis metopias_African Tailorbird
Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Artisornis,moreaui,Long-billed Tailorbird,Artisornis moreaui,TRUE,Artisornis moreaui_Long-billed Tailorbird
Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Arundinax,aedon,Thick-billed Warbler,Arundinax aedon,TRUE,Arundinax aedon_Thick-billed Warbler
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Arundinicola,leucocephala,White-headed Marsh Tyrant,Arundinicola leucocephala,TRUE,Arundinicola leucocephala_White-headed Marsh Tyrant
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Asemospiza,fuliginosa,Sooty Grassquit,Asemospiza fuliginosa,TRUE,Asemospiza fuliginosa_Sooty Grassquit
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Asemospiza,obscura,Dull-colored Grassquit,Asemospiza obscura,TRUE,Asemospiza obscura_Dull-colored Grassquit
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,clamator,Striped Owl,Asio clamator,TRUE,Asio clamator_Striped Owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared Owl,Asio flammeus,TRUE,Asio flammeus_Short-eared Owl
Animalia,NA,Aves,Strigiformes,Strigidae,Asio,grammicus,Jamaican Owl,Asio grammicus,TRUE,Asio grammicus_Jamaican Owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,otus,Long-eared Owl,Asio otus,TRUE,Asio otus_Long-eared Owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,stygius,Stygian Owl,Asio stygius,TRUE,Asio stygius_Stygian Owl
Animalia,Chordata,Aves,Coraciiformes,Momotidae,Aspatha,gularis,Blue-throated Motmot,Aspatha gularis,TRUE,Aspatha gularis_Blue-throated Motmot
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,anthoides,Austral Canastero,Asthenes anthoides,TRUE,Asthenes anthoides_Austral Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,baeri,Short-billed Canastero,Asthenes baeri,TRUE,Asthenes baeri_Short-billed Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,coryi,Ochre-browed Thistletail,Asthenes coryi,TRUE,Asthenes coryi_Ochre-browed Thistletail
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,dorbignyi,Creamy-breasted Canastero,Asthenes dorbignyi,TRUE,Asthenes dorbignyi_Creamy-breasted Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,flammulata,Many-striped Canastero,Asthenes flammulata,TRUE,Asthenes flammulata_Many-striped Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,fuliginosa,White-chinned Thistletail,Asthenes fuliginosa,TRUE,Asthenes fuliginosa_White-chinned Thistletail
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,griseomurina,Mouse-colored Thistletail,Asthenes griseomurina,TRUE,Asthenes griseomurina_Mouse-colored Thistletail
Animalia,CHORDATA,Aves,Passeriformes,Furnariidae,Asthenes,harterti,Black-throated Thistletail,Asthenes harterti,TRUE,Asthenes harterti_Black-throated Thistletail
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,helleri,Puna Thistletail,Asthenes helleri,TRUE,Asthenes helleri_Puna Thistletail
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,heterura,Maquis Canastero,Asthenes heterura,TRUE,Asthenes heterura_Maquis Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,hudsoni,Hudson's Canastero,Asthenes hudsoni,TRUE,Asthenes hudsoni_Hudson's Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,humilis,Streak-throated Canastero,Asthenes humilis,TRUE,Asthenes humilis_Streak-throated Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,maculicauda,Scribble-tailed Canastero,Asthenes maculicauda,TRUE,Asthenes maculicauda_Scribble-tailed Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,modesta,Cordilleran Canastero,Asthenes modesta,TRUE,Asthenes modesta_Cordilleran Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,moreirae,Itatiaia Spinetail,Asthenes moreirae,TRUE,Asthenes moreirae_Itatiaia Spinetail
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,ottonis,Rusty-fronted Canastero,Asthenes ottonis,TRUE,Asthenes ottonis_Rusty-fronted Canastero
Animalia,CHORDATA,Aves,Passeriformes,Furnariidae,Asthenes,palpebralis,Eye-ringed Thistletail,Asthenes palpebralis,TRUE,Asthenes palpebralis_Eye-ringed Thistletail
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,perijana,Perija Thistletail,Asthenes perijana,TRUE,Asthenes perijana_Perija Thistletail
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,pudibunda,Canyon Canastero,Asthenes pudibunda,TRUE,Asthenes pudibunda_Canyon Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,pyrrholeuca,Sharp-billed Canastero,Asthenes pyrrholeuca,TRUE,Asthenes pyrrholeuca_Sharp-billed Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,sclateri,Puna Canastero,Asthenes sclateri,TRUE,Asthenes sclateri_Puna Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,urubambensis,Line-fronted Canastero,Asthenes urubambensis,TRUE,Asthenes urubambensis_Line-fronted Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,virgata,Junin Canastero,Asthenes virgata,TRUE,Asthenes virgata_Junin Canastero
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,wyatti,Streak-backed Canastero,Asthenes wyatti,TRUE,Asthenes wyatti_Streak-backed Canastero
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Atalotriccus,pilaris,Pale-eyed Pygmy-Tyrant,Atalotriccus pilaris,TRUE,Atalotriccus pilaris_Pale-eyed Pygmy-Tyrant
Animalia,Chordata,Aves,Coraciiformes,Brachypteraciidae,Atelornis,crossleyi,Rufous-headed Ground-Roller,Atelornis crossleyi,TRUE,Atelornis crossleyi_Rufous-headed Ground-Roller
Animalia,Chordata,Aves,Coraciiformes,Brachypteraciidae,Atelornis,pittoides,Pitta-like Ground-Roller,Atelornis pittoides,TRUE,Atelornis pittoides_Pitta-like Ground-Roller
ANIMALIA,Chordata,Aves,Strigiformes,Strigidae,Athene,blewitti,Forest Owlet,Athene blewitti,TRUE,Athene blewitti_Forest Owlet
Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,brama,Spotted Owlet,Athene brama,TRUE,Athene brama_Spotted Owlet
Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing Owl,Athene cunicularia,TRUE,Athene cunicularia_Burrowing Owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,noctua,Little Owl,Athene noctua,TRUE,Athene noctua_Little Owl
Metazoa,Chordata,Aves,Strigiformes,Strigidae,Athene,superciliaris,White-browed Owl,Athene superciliaris,TRUE,Athene superciliaris_White-browed Owl
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Atimastillas,flavicollis,Yellow-throated Greenbul,Atimastillas flavicollis,TRUE,Atimastillas flavicollis_Yellow-throated Greenbul
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Atlanticus,testaceus,Protean Shieldback,Atlanticus testaceus,FALSE,Atlanticus testaceus_Protean Shieldback
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,albinucha,White-naped Brushfinch,Atlapetes albinucha,TRUE,Atlapetes albinucha_White-naped Brushfinch
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Atlapetes,albofrenatus,Moustached Brushfinch,Atlapetes albofrenatus,TRUE,Atlapetes albofrenatus_Moustached Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,citrinellus,Yellow-striped Brushfinch,Atlapetes citrinellus,TRUE,Atlapetes citrinellus_Yellow-striped Brushfinch
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Atlapetes,flaviceps,Yellow-headed Brushfinch,Atlapetes flaviceps,TRUE,Atlapetes flaviceps_Yellow-headed Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,fulviceps,Fulvous-headed Brushfinch,Atlapetes fulviceps,TRUE,Atlapetes fulviceps_Fulvous-headed Brushfinch
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Atlapetes,fuscoolivaceus,Dusky-headed Brushfinch,Atlapetes fuscoolivaceus,TRUE,Atlapetes fuscoolivaceus_Dusky-headed Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,latinuchus,Yellow-breasted Brushfinch,Atlapetes latinuchus,TRUE,Atlapetes latinuchus_Yellow-breasted Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,leucopis,White-rimmed Brushfinch,Atlapetes leucopis,TRUE,Atlapetes leucopis_White-rimmed Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,leucopterus,White-winged Brushfinch,Atlapetes leucopterus,TRUE,Atlapetes leucopterus_White-winged Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,melanocephalus,Santa Marta Brushfinch,Atlapetes melanocephalus,TRUE,Atlapetes melanocephalus_Santa Marta Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,melanolaemus,Black-faced Brushfinch,Atlapetes melanolaemus,TRUE,Atlapetes melanolaemus_Black-faced Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,pallidiceps,Pale-headed Brushfinch,Atlapetes pallidiceps,TRUE,Atlapetes pallidiceps_Pale-headed Brushfinch
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Atlapetes,pallidinucha,Pale-naped Brushfinch,Atlapetes pallidinucha,TRUE,Atlapetes pallidinucha_Pale-naped Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,personatus,Tepui Brushfinch,Atlapetes personatus,TRUE,Atlapetes personatus_Tepui Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,pileatus,Rufous-capped Brushfinch,Atlapetes pileatus,TRUE,Atlapetes pileatus_Rufous-capped Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,rufigenis,Rufous-eared Brushfinch,Atlapetes rufigenis,TRUE,Atlapetes rufigenis_Rufous-eared Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,rufinucha,Bolivian Brushfinch,Atlapetes rufinucha,TRUE,Atlapetes rufinucha_Bolivian Brushfinch
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Atlapetes,schistaceus,Slaty Brushfinch,Atlapetes schistaceus,TRUE,Atlapetes schistaceus_Slaty Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,semirufus,Ochre-breasted Brushfinch,Atlapetes semirufus,TRUE,Atlapetes semirufus_Ochre-breasted Brushfinch
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,tibialis,Yellow-thighed Brushfinch,Atlapetes tibialis,TRUE,Atlapetes tibialis_Yellow-thighed Brushfinch
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Atlapetes,tricolor,Tricolored Brushfinch,Atlapetes tricolor,TRUE,Atlapetes tricolor_Tricolored Brushfinch
Animalia,Chordata,Aves,Passeriformes,Atrichornithidae,Atrichornis,clamosus,Noisy Scrub-bird,Atrichornis clamosus,TRUE,Atrichornis clamosus_Noisy Scrub-bird
Animalia,Chordata,Aves,Passeriformes,Atrichornithidae,Atrichornis,rufescens,Rufous Scrub-bird,Atrichornis rufescens,TRUE,Atrichornis rufescens_Rufous Scrub-bird
Animalia,Chordata,Aves,Charadriiformes,Thinocoridae,Attagis,gayi,Rufous-bellied Seedsnipe,Attagis gayi,TRUE,Attagis gayi_Rufous-bellied Seedsnipe
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Atticora,fasciata,White-banded Swallow,Atticora fasciata,TRUE,Atticora fasciata_White-banded Swallow
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Atticora,pileata,Black-capped Swallow,Atticora pileata,TRUE,Atticora pileata_Black-capped Swallow
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Atticora,tibialis,White-thighed Swallow,Atticora tibialis,TRUE,Atticora tibialis_White-thighed Swallow
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,bolivianus,Dull-capped Attila,Attila bolivianus,TRUE,Attila bolivianus_Dull-capped Attila
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,cinnamomeus,Cinnamon Attila,Attila cinnamomeus,TRUE,Attila cinnamomeus_Cinnamon Attila
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,citriniventris,Citron-bellied Attila,Attila citriniventris,TRUE,Attila citriniventris_Citron-bellied Attila
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,phoenicurus,Rufous-tailed Attila,Attila phoenicurus,TRUE,Attila phoenicurus_Rufous-tailed Attila
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,rufus,Gray-hooded Attila,Attila rufus,TRUE,Attila rufus_Gray-hooded Attila
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,spadiceus,Bright-rumped Attila,Attila spadiceus,TRUE,Attila spadiceus_Bright-rumped Attila
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,torridus,Ochraceous Attila,Attila torridus,TRUE,Attila torridus_Ochraceous Attila
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Augastes,lumachella,Hooded Visorbearer,Augastes lumachella,TRUE,Augastes lumachella_Hooded Visorbearer
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Augastes,scutatus,Hyacinth Visorbearer,Augastes scutatus,TRUE,Augastes scutatus_Hyacinth Visorbearer
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,albivitta,Southern Emerald-Toucanet,Aulacorhynchus albivitta,TRUE,Aulacorhynchus albivitta_Southern Emerald-Toucanet
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,coeruleicinctis,Blue-banded Toucanet,Aulacorhynchus coeruleicinctis,TRUE,Aulacorhynchus coeruleicinctis_Blue-banded Toucanet
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,derbianus,Chestnut-tipped Toucanet,Aulacorhynchus derbianus,TRUE,Aulacorhynchus derbianus_Chestnut-tipped Toucanet
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,haematopygus,Crimson-rumped Toucanet,Aulacorhynchus haematopygus,TRUE,Aulacorhynchus haematopygus_Crimson-rumped Toucanet
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,prasinus,Northern Emerald-Toucanet,Aulacorhynchus prasinus,TRUE,Aulacorhynchus prasinus_Northern Emerald-Toucanet
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,sulcatus,Groove-billed Toucanet,Aulacorhynchus sulcatus,TRUE,Aulacorhynchus sulcatus_Groove-billed Toucanet
Animalia,Chordata,Aves,Passeriformes,Remizidae,Auriparus,flaviceps,Verdin,Auriparus flaviceps,TRUE,Auriparus flaviceps_Verdin
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,exsertus,Chiriqui Foliage-gleaner,Automolus exsertus,TRUE,Automolus exsertus_Chiriqui Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,infuscatus,Olive-backed Foliage-gleaner,Automolus infuscatus,TRUE,Automolus infuscatus_Olive-backed Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,leucophthalmus,White-eyed Foliage-gleaner,Automolus leucophthalmus,TRUE,Automolus leucophthalmus_White-eyed Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,melanopezus,Brown-rumped Foliage-gleaner,Automolus melanopezus,TRUE,Automolus melanopezus_Brown-rumped Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,ochrolaemus,Buff-throated Foliage-gleaner,Automolus ochrolaemus,TRUE,Automolus ochrolaemus_Buff-throated Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,paraensis,Para Foliage-gleaner,Automolus paraensis,TRUE,Automolus paraensis_Para Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,rufipileatus,Chestnut-crowned Foliage-gleaner,Automolus rufipileatus,TRUE,Automolus rufipileatus_Chestnut-crowned Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,subulatus,Striped Woodhaunter,Automolus subulatus,TRUE,Automolus subulatus_Striped Woodhaunter
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aviceda,jerdoni,Jerdon's Baza,Aviceda jerdoni,TRUE,Aviceda jerdoni_Jerdon's Baza
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aviceda,leuphotes,Black Baza,Aviceda leuphotes,TRUE,Aviceda leuphotes_Black Baza
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aviceda,subcristata,Pacific Baza,Aviceda subcristata,TRUE,Aviceda subcristata_Pacific Baza
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser Scaup,Aythya affinis,TRUE,Aythya affinis_Lesser Scaup
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,Aythya americana,TRUE,Aythya americana_Redhead
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked Duck,Aythya collaris,TRUE,Aythya collaris_Ring-necked Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common Pochard,Aythya ferina,TRUE,Aythya ferina_Common Pochard
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted Duck,Aythya fuligula,TRUE,Aythya fuligula_Tufted Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater Scaup,Aythya marila,TRUE,Aythya marila_Greater Scaup
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,nyroca,Ferruginous Duck,Aythya nyroca,TRUE,Aythya nyroca_Ferruginous Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,Aythya valisineria,TRUE,Aythya valisineria_Canvasback
Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,atricristatus,Black-crested Titmouse,Baeolophus atricristatus,TRUE,Baeolophus atricristatus_Black-crested Titmouse
Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,bicolor,Tufted Titmouse,Baeolophus bicolor,TRUE,Baeolophus bicolor_Tufted Titmouse
Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,inornatus,Oak Titmouse,Baeolophus inornatus,TRUE,Baeolophus inornatus_Oak Titmouse
Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,ridgwayi,Juniper Titmouse,Baeolophus ridgwayi,TRUE,Baeolophus ridgwayi_Juniper Titmouse
Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,wollweberi,Bridled Titmouse,Baeolophus wollweberi,TRUE,Baeolophus wollweberi_Bridled Titmouse
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Baeopogon,indicator,Honeyguide Greenbul,Baeopogon indicator,TRUE,Baeopogon indicator_Honeyguide Greenbul
Animalia,Chordata,Aves,Gruiformes,Gruidae,Balearica,regulorum,Gray Crowned-Crane,Balearica regulorum,TRUE,Balearica regulorum_Gray Crowned-Crane
Animalia,Chordata,Aves,Galliformes,Phasianidae,Bambusicola,fytchii,Mountain Bamboo-Partridge,Bambusicola fytchii,TRUE,Bambusicola fytchii_Mountain Bamboo-Partridge
Animalia,Chordata,Aves,Galliformes,Phasianidae,Bambusicola,sonorivox,Taiwan Bamboo-Partridge,Bambusicola sonorivox,TRUE,Bambusicola sonorivox_Taiwan Bamboo-Partridge
Animalia,Chordata,Aves,Galliformes,Phasianidae,Bambusicola,thoracicus,Chinese Bamboo-Partridge,Bambusicola thoracicus,TRUE,Bambusicola thoracicus_Chinese Bamboo-Partridge
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,aureocincta,Gold-ringed Tanager,Bangsia aureocincta,TRUE,Bangsia aureocincta_Gold-ringed Tanager
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,edwardsi,Moss-backed Tanager,Bangsia edwardsi,TRUE,Bangsia edwardsi_Moss-backed Tanager
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,melanochlamys,Black-and-gold Tanager,Bangsia melanochlamys,TRUE,Bangsia melanochlamys_Black-and-gold Tanager
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,zonarius,Australian Ringneck,Barnardius zonarius,TRUE,Barnardius zonarius_Australian Ringneck
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,longicauda,Upland Sandpiper,Bartramia longicauda,TRUE,Bartramia longicauda_Upland Sandpiper
Animalia,Chordata,Aves,Coraciiformes,Momotidae,Baryphthengus,martii,Rufous Motmot,Baryphthengus martii,TRUE,Baryphthengus martii_Rufous Motmot
Animalia,Chordata,Aves,Coraciiformes,Momotidae,Baryphthengus,ruficapillus,Rufous-capped Motmot,Baryphthengus ruficapillus,TRUE,Baryphthengus ruficapillus_Rufous-capped Motmot
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,belli,Golden-browed Warbler,Basileuterus belli,TRUE,Basileuterus belli_Golden-browed Warbler
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,culicivorus,Golden-crowned Warbler,Basileuterus culicivorus,TRUE,Basileuterus culicivorus_Golden-crowned Warbler
Animalia,NA,Aves,Passeriformes,Parulidae,Basileuterus,delattrii,Chestnut-capped Warbler,Basileuterus delattrii,TRUE,Basileuterus delattrii_Chestnut-capped Warbler
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,lachrymosus,Fan-tailed Warbler,Basileuterus lachrymosus,TRUE,Basileuterus lachrymosus_Fan-tailed Warbler
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,melanogenys,Black-cheeked Warbler,Basileuterus melanogenys,TRUE,Basileuterus melanogenys_Black-cheeked Warbler
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,melanotis,Costa Rican Warbler,Basileuterus melanotis,TRUE,Basileuterus melanotis_Costa Rican Warbler
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,rufifrons,Rufous-capped Warbler,Basileuterus rufifrons,TRUE,Basileuterus rufifrons_Rufous-capped Warbler
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,trifasciatus,Three-banded Warbler,Basileuterus trifasciatus,TRUE,Basileuterus trifasciatus_Three-banded Warbler
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,tristriatus,Three-striped Warbler,Basileuterus tristriatus,TRUE,Basileuterus tristriatus_Three-striped Warbler
